,distinct_id,locationSetting,notificationSettings,active_timespan,US,Facebook,Foodie,Google,Unknown,num_sessions,sessions_per_day,America/New_York,America/Los_Angeles,America/Chicago,Asia/Kolkata,America/Denver,other_timezone,commentAdded,commentLength,churned,number_ratings,SQS,avg_session_duration,time_delta_slope,session_time_slope,time_delta_slope_90,session_time_slope_90
2234,5134183A-F463-441F-971D-EF736C31D6E1,1,0,0.0,1,0,1,0,0,1,0.005555555555555557,0,0,0,0,0,1,0,0.0,0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
2235,51560605-FD6E-405A-B66E-68E95B11D48E,0,1,0.0,1,0,1,0,0,1,0.005555555555555557,0,0,0,0,0,1,0,0.0,0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
2236,5157A7DA-BAA1-48E2-A694-BADFB337F1CF,1,0,0.3647106481481481,0,0,0,1,1,14,0.07777777777777778,0,0,0,0,0,1,0,0.0,1,0.0,9.666666666666666,72.60000000000001,-4.0,6.849999999999993,0.0,0.0
2237,515E82E7-A2D7-4B70-8B84-99C7DD275957,1,1,0.3333333333333333,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
2238,516C7CB9-7ED5-47A9-8A13-4EF229F5A303,0,1,88.51657407407406,1,0,1,0,1,1,0.005555555555555557,0,1,0,0,0,0,0,0.0,1,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
2239,51847170-1FD9-4CB3-8DD0-27F82C598EF1,1,1,0.0,1,0,1,0,0,1,0.005555555555555557,0,0,0,0,0,1,0,0.0,0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
2240,518da3a4-58a9-4fdd-93ad-14d02f82ca97,1,1,0.004074074074074075,1,0,1,0,0,4,0.022222222222222227,0,0,0,0,0,1,0,0.0,1,0.0,1.3333333333333333,115.33333333333333,210.0,124.7,0.0,0.0
2241,51A61DB9-AD80-43AA-826E-0F277A76D9F5,1,0,0.3333333333333333,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
2242,51AB2136-5F7C-4F91-B062-4B6342BF745E,1,0,0.0,1,0,1,0,0,1,0.005555555555555557,0,0,0,0,0,1,0,0.0,0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
2243,51AD58CB-A56B-409F-8B89-AABE708BF00C,1,1,0.0,1,0,1,0,0,1,0.005555555555555557,0,0,0,0,0,1,0,0.0,0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
2244,51B83370-B7BE-44B5-8F35-700194F8B98E,1,1,0.3312962962962963,0,0,1,0,1,10,0.05555555555555555,0,0,0,1,0,0,0,0.0,1,0.0,3.0,40.8,0.0,0.0,0.0,0.0
2245,51BA6252-3736-4E4D-97B3-24F4C53756E5,1,0,172.93568287037036,0,1,0,0,1,62,0.34444444444444444,0,0,1,0,0,0,0,0.0,0,0.0,23.375,67.55000000000001,1009704.3214285714,-11.900000000000004,-9340663.0,10.100000000000001
2246,51C4A171-31A3-4C10-89AE-C110D69BC16E,1,0,0.0,1,0,1,0,0,1,0.005555555555555557,0,0,0,0,0,1,0,0.0,0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
2247,51C727F7-3F7B-4553-ABE2-7110CE486620,1,0,0.3333333333333333,0,0,1,0,1,3,0.016666666666666666,0,0,0,1,0,0,0,0.0,1,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
2248,51D234DA-807D-4340-95E4-C52A65A1E677,1,1,0.0,1,0,1,0,0,1,0.005555555555555557,0,0,0,0,0,1,0,0.0,0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
2249,51DB3B8C-35A5-429C-8742-D48B2D9E4A1A,1,0,0.3339351851851852,1,1,0,0,1,17,0.09444444444444444,0,0,1,0,0,0,0,0.0,1,0.0,18.5,21.0,0.0,20.6,0.0,20.6
